cohesion_kPa,unit_weight_kNm3,slope_height_m,slope_angle_deg,friction_angle_deg,water_table_ratio,af_seismic_coeff,nf_param,mf_param,teetas_param,stability_number,FOS,stability_status
6.02,18.04,11.7,17.2,12.0,8.67,98.25,0.57,0.41,0.34,0.0285,1.72386,Stable
6.46,18.04,12.1,17.6,12.2,9.03,106.12,0.61,0.44,0.35,0.0296,1.73956,Stable
6.89,18.04,12.5,18.0,12.4,9.38,113.98,0.65,0.46,0.35,0.0306,1.7516,Stable
7.32,18.05,12.9,18.3,12.7,9.73,121.85,0.69,0.48,0.35,0.0314,1.77918,Stable
7.76,18.04,13.3,18.7,12.9,10.09,129.71,0.73,0.51,0.35,0.0323,1.79011,Stable
8.19,18.04,13.7,19.0,13.2,10.44,137.58,0.77,0.53,0.36,0.0331,1.81797,Stable
8.62,18.04,14.1,19.4,13.4,10.8,145.45,0.81,0.55,0.36,0.0339,1.82959,Stable
9.05,18.04,14.5,19.7,13.6,11.15,153.31,0.85,0.58,0.36,0.0346,1.84333,Stable
9.49,18.03,14.9,20.1,13.9,11.51,161.18,0.89,0.6,0.36,0.0353,1.86682,Stable
9.92,18.03,15.3,20.4,14.1,11.86,169.04,0.93,0.62,0.36,0.036,1.88225,Stable
10.35,18.04,15.6,20.8,14.3,12.22,176.91,0.97,0.65,0.37,0.0368,1.89685,Stable
10.79,18.03,16.0,21.2,14.6,12.57,184.78,1.01,0.67,0.37,0.0374,1.91888,Stable
11.22,18.04,16.4,21.5,14.8,12.92,192.64,1.05,0.69,0.37,0.0379,1.93176,Stable
11.65,18.04,16.8,21.9,15.0,13.28,200.51,1.09,0.72,0.37,0.0384,1.93951,Stable
12.09,18.04,17.2,22.2,15.3,13.63,208.38,1.12,0.74,0.38,0.039,1.96429,Stable
12.52,18.03,17.6,22.6,15.5,13.99,216.24,1.16,0.76,0.38,0.0395,1.97337,Stable
12.95,18.03,18.0,22.9,15.8,14.34,224.11,1.2,0.79,0.38,0.0399,1.99523,Stable
13.39,18.03,18.4,23.3,16.0,14.7,231.97,1.24,0.81,0.38,0.0404,2.00438,Stable
13.82,18.04,18.8,23.6,16.2,15.05,239.84,1.28,0.83,0.39,0.0407,2.01555,Stable
14.25,18.04,19.2,24.0,16.5,15.4,247.71,1.32,0.86,0.39,0.0411,2.03385,Stable
14.68,18.04,19.6,24.3,16.7,15.76,255.57,1.36,0.88,0.39,0.0415,2.04678,Stable
15.12,18.05,20.0,24.7,16.9,16.11,263.44,1.4,0.9,0.39,0.0419,2.05549,Stable
15.55,18.04,20.4,25.0,17.2,16.47,271.3,1.44,0.93,0.4,0.0423,2.0787,Stable
15.98,18.04,20.8,25.4,17.4,16.82,279.17,1.48,0.95,0.4,0.0426,2.08732,Stable
16.42,18.04,21.2,25.8,17.6,17.18,287.04,1.52,0.97,0.4,0.0429,2.09604,Stable
16.85,18.04,21.6,26.1,17.9,17.53,294.9,1.56,1.0,0.4,0.0432,2.11734,Stable
17.28,18.05,22.0,26.5,18.1,17.88,302.77,1.6,1.02,0.4,0.0435,2.12497,Stable
17.72,18.04,22.4,26.8,18.4,18.24,310.63,1.64,1.04,0.41,0.0439,2.14855,Stable
18.15,18.04,22.7,27.2,18.6,18.59,318.5,1.67,1.07,0.41,0.0443,2.15848,Stable
18.58,18.04,23.1,27.5,18.8,18.95,326.37,1.71,1.09,0.41,0.0446,2.1699,Stable
19.02,18.05,23.5,27.9,19.1,19.3,334.23,1.75,1.11,0.41,0.0448,2.18675,Stable
19.45,18.04,23.9,28.2,19.3,19.66,342.1,1.79,1.14,0.42,0.0451,2.1975,Stable
19.88,18.04,24.3,28.6,19.5,20.01,349.97,1.83,1.16,0.42,0.0453,2.2065,Stable
20.31,18.05,24.7,29.0,19.8,20.36,357.83,1.87,1.18,0.42,0.0456,2.22087,Stable
20.75,18.04,25.1,29.3,20.0,20.72,365.7,1.91,1.21,0.42,0.0458,2.2282,Stable
21.18,18.03,25.5,29.7,20.2,21.07,373.56,1.95,1.23,0.43,0.0461,2.23378,Stable
21.61,18.05,25.9,30.0,20.5,21.43,381.43,1.99,1.25,0.43,0.0462,2.25066,Stable
22.05,18.03,26.3,30.4,20.7,21.78,389.3,2.03,1.28,0.43,0.0465,2.25552,Stable
22.48,18.05,26.7,30.7,21.0,22.14,397.16,2.07,1.3,0.43,0.0466,2.2725,Stable
22.91,18.04,27.1,31.1,21.2,22.49,405.03,2.11,1.32,0.44,0.0469,2.27874,Stable
23.35,18.04,27.5,31.4,21.4,22.85,412.89,2.15,1.35,0.44,0.0471,2.28627,Stable
23.78,18.05,27.9,31.8,21.7,23.2,420.76,2.19,1.37,0.44,0.0472,2.30005,Stable
24.21,18.04,28.2,32.1,21.9,23.55,428.63,2.22,1.39,0.44,0.0476,2.31416,Stable
24.65,18.04,28.6,32.5,22.1,23.91,436.49,2.26,1.42,0.44,0.0478,2.31835,Stable
25.08,18.04,29.0,32.8,22.4,24.26,444.36,2.3,1.44,0.45,0.0479,2.33662,Stable
25.51,18.04,29.4,33.2,22.6,24.62,452.23,2.34,1.47,0.45,0.0481,2.3408,Stable
25.94,18.03,29.8,33.6,22.8,24.97,460.09,2.38,1.49,0.45,0.0483,2.34675,Stable
26.38,18.04,30.2,33.9,23.1,25.33,467.96,2.42,1.51,0.45,0.0484,2.36417,Stable
26.81,18.04,30.6,34.3,23.3,25.68,475.82,2.46,1.54,0.46,0.0486,2.3677,Stable
27.24,18.05,31.0,34.6,23.6,26.03,483.69,2.5,1.56,0.46,0.0487,2.38465,Stable
27.68,18.03,31.4,35.0,23.8,26.39,491.56,2.54,1.58,0.46,0.0489,2.39074,Stable
28.11,18.04,31.8,35.3,24.0,26.74,499.42,2.58,1.61,0.46,0.049,2.39632,Stable
28.54,18.04,32.2,35.7,24.3,27.1,507.29,2.62,1.63,0.47,0.0491,2.40988,Stable
28.98,18.03,32.6,36.0,24.5,27.45,515.15,2.66,1.65,0.47,0.0493,2.41899,Stable
29.41,18.04,33.0,36.4,24.7,27.81,523.02,2.7,1.68,0.47,0.0494,2.42121,Stable
29.84,18.04,33.4,36.7,25.0,28.16,530.89,2.74,1.7,0.47,0.0495,2.43865,Stable
30.28,18.03,33.8,37.1,25.2,28.51,538.75,2.77,1.72,0.48,0.0497,2.44387,Stable
30.71,18.04,34.2,37.4,25.4,28.87,546.62,2.81,1.75,0.48,0.0498,2.4501,Stable
31.14,18.04,34.6,37.8,25.7,29.22,554.49,2.85,1.77,0.48,0.0499,2.4642,Stable
31.57,18.04,35.0,38.2,25.9,29.58,562.35,2.89,1.79,0.48,0.05,2.46917,Stable
32.01,18.04,35.3,38.5,26.2,29.93,570.22,2.93,1.82,0.49,0.0503,2.49025,Stable
32.44,18.04,35.7,38.9,26.4,30.29,578.08,2.97,1.84,0.49,0.0504,2.49548,Stable
32.87,18.04,36.1,39.2,26.6,30.64,585.95,3.01,1.86,0.49,0.0505,2.50415,Stable
33.31,18.03,36.5,39.6,26.9,30.99,593.82,3.05,1.89,0.49,0.0506,2.51793,Stable
33.74,18.04,36.9,39.9,27.1,31.35,601.68,3.09,1.91,0.49,0.0507,2.52591,Stable
34.17,18.04,37.3,40.3,27.3,31.7,609.55,3.13,1.93,0.5,0.0508,2.53086,Stable
34.61,18.04,37.7,40.6,27.6,32.06,617.41,3.17,1.96,0.5,0.0509,2.54715,Stable
35.04,18.03,38.1,41.0,27.8,32.41,625.28,3.21,1.98,0.5,0.051,2.55249,Stable
35.47,18.03,38.5,41.4,28.0,32.77,633.15,3.25,2.0,0.5,0.0511,2.5571,Stable
35.91,18.05,38.9,41.7,28.3,33.12,641.01,3.29,2.03,0.51,0.0511,2.57084,Stable
36.34,18.05,39.3,42.1,28.5,33.48,648.88,3.32,2.05,0.51,0.0512,2.57453,Stable
36.77,18.04,39.7,42.4,28.8,33.83,656.75,3.36,2.07,0.51,0.0513,2.59223,Stable
37.2,18.04,40.1,42.8,29.0,34.18,664.61,3.4,2.1,0.51,0.0514,2.595,Stable
37.64,18.04,40.5,43.1,29.2,34.54,672.48,3.44,2.12,0.52,0.0515,2.60304,Stable
38.07,18.04,40.8,43.5,29.5,34.89,680.34,3.48,2.14,0.52,0.0517,2.62063,Stable
38.5,18.03,41.2,43.8,29.7,35.25,688.21,3.52,2.17,0.52,0.0518,2.62819,Stable
38.94,18.05,41.6,44.2,29.9,35.6,696.08,3.56,2.19,0.52,0.0519,2.6315,Stable
39.37,18.04,42.0,44.5,30.2,35.96,703.94,3.6,2.21,0.53,0.052,2.64985,Stable
39.8,18.04,42.4,44.9,30.4,36.31,711.81,3.64,2.24,0.53,0.052,2.65281,Stable
40.24,18.04,42.8,45.2,30.6,36.66,719.67,3.68,2.26,0.53,0.0521,2.6614,Stable
40.67,18.05,43.2,45.6,30.9,37.02,727.54,3.72,2.28,0.53,0.0522,2.67523,Stable
41.1,18.03,43.6,46.0,31.1,37.37,735.41,3.76,2.31,0.53,0.0523,2.68086,Stable
41.54,18.04,44.0,46.3,31.4,37.73,743.27,3.8,2.33,0.54,0.0523,2.69748,Stable
41.97,18.04,44.4,46.7,31.6,38.08,751.14,3.84,2.35,0.54,0.0524,2.70285,Stable
42.4,18.04,44.8,47.0,31.8,38.44,759.0,3.87,2.38,0.54,0.0525,2.70954,Stable
42.83,18.05,45.2,47.4,32.0,38.79,766.87,3.91,2.4,0.54,0.0525,2.71323,Stable
43.27,18.04,45.6,47.7,32.3,39.14,774.74,3.95,2.42,0.55,0.0526,2.73165,Stable
43.7,18.04,46.0,48.1,32.5,39.5,782.6,3.99,2.45,0.55,0.0527,2.73521,Stable
44.13,18.04,46.4,48.4,32.8,39.85,790.47,4.03,2.47,0.55,0.0527,2.75202,Stable
44.57,18.03,46.8,48.8,33.0,40.21,798.34,4.07,2.49,0.55,0.0528,2.75747,Stable
45.0,18.04,47.2,49.1,33.2,40.56,806.2,4.11,2.52,0.56,0.0528,2.76273,Stable
45.43,18.04,47.5,49.5,33.5,40.92,814.07,4.15,2.54,0.56,0.053,2.78049,Stable
45.87,18.04,47.9,49.8,33.7,41.27,821.93,4.19,2.56,0.56,0.0531,2.78878,Stable
46.3,18.03,48.3,50.2,33.9,41.62,829.8,4.23,2.59,0.56,0.0532,2.79318,Stable
46.73,18.04,48.7,50.6,34.2,41.98,837.67,4.27,2.61,0.57,0.0532,2.80611,Stable
47.17,18.04,49.1,50.9,34.4,42.33,845.53,4.31,2.63,0.57,0.0533,2.81489,Stable
47.6,18.04,49.5,51.3,34.6,42.69,853.4,4.35,2.66,0.57,0.0533,2.81852,Stable
48.03,18.03,49.9,51.6,34.9,43.04,861.26,4.39,2.68,0.57,0.0534,2.83772,Stable
48.46,18.04,50.3,52.0,35.1,43.4,869.13,4.42,2.7,0.57,0.0534,2.84162,Stable
48.9,18.03,50.7,52.3,35.4,43.75,877.0,4.46,2.73,0.58,0.0535,2.85989,Stable
49.33,18.03,51.1,52.7,35.6,44.1,884.86,4.5,2.75,0.58,0.0535,2.86579,Stable
49.76,18.04,51.5,53.0,35.8,44.46,892.73,4.54,2.77,0.58,0.0536,2.87469,Stable
50.2,18.04,51.9,53.4,36.1,44.81,900.6,4.58,2.8,0.58,0.0536,2.88847,Stable
50.63,18.05,52.3,53.8,36.3,45.17,908.46,4.62,2.82,0.59,0.0536,2.89339,Stable
51.06,18.03,52.7,54.1,36.5,45.52,916.33,4.66,2.84,0.59,0.0537,2.90477,Stable
51.5,18.04,53.1,54.5,36.8,45.88,924.19,4.7,2.87,0.59,0.0538,2.91813,Stable
51.93,18.03,53.4,54.8,37.0,46.23,932.06,4.74,2.89,0.59,0.0539,2.93201,Stable
52.36,18.03,53.8,55.2,37.2,46.59,939.93,4.78,2.91,0.6,0.054,2.93811,Stable
52.79,18.04,54.2,55.5,37.5,46.94,947.79,4.82,2.94,0.6,0.054,2.954,Stable
53.23,18.05,54.6,55.9,37.7,47.29,955.66,4.86,2.96,0.3,0.054,2.9589,Stable
53.66,18.05,55.0,56.2,38.0,47.65,963.52,4.9,2.99,0.3,0.0541,2.977,Stable
54.09,18.03,55.4,56.6,38.2,48.0,971.39,4.94,0.04,0.31,0.0542,3.42089,Stable
54.53,18.04,55.8,56.9,38.4,48.36,979.26,4.97,0.06,0.31,0.0542,3.42529,Stable
54.96,18.04,56.2,57.3,38.7,48.71,987.12,0.02,0.09,0.31,0.0542,3.40463,Stable
55.39,18.03,56.6,57.6,38.9,49.07,994.99,0.06,0.11,0.31,0.0543,3.4051,Stable
55.83,18.04,57.0,58.0,39.1,49.42,3.86,0.1,0.13,0.32,0.0543,3.36712,Stable
56.26,18.04,57.4,58.4,39.4,49.77,11.72,0.14,0.16,0.32,0.0543,3.35544,Stable
56.69,18.04,57.8,58.7,39.6,5.13,19.59,0.18,0.18,0.32,0.0544,2.21685,Stable
57.13,18.05,58.2,59.1,39.8,5.48,27.45,0.22,0.2,0.32,0.0544,2.22445,Stable
57.56,18.04,58.6,59.4,10.1,5.84,35.32,0.26,0.23,0.32,0.0544,0.72436,Unstable
57.99,18.04,59.0,59.8,10.3,6.19,43.19,0.3,0.25,0.33,0.0545,0.72987,Unstable
58.42,18.03,59.4,15.1,10.6,6.55,51.05,0.34,0.27,0.33,0.0545,1.50641,Stable
58.86,18.04,59.8,15.5,10.8,6.9,58.92,0.38,0.3,0.33,0.0546,1.50324,Stable
59.29,18.04,10.1,15.8,11.0,7.25,66.78,0.42,0.32,0.33,0.3254,4.04657,Stable
59.72,18.04,10.5,16.2,11.3,7.61,74.65,0.46,0.34,0.34,0.3153,3.97764,Stable
5.37,18.06,11.5,17.4,12.3,9.55,125.71,0.75,0.54,0.36,0.0259,1.77951,Stable
5.8,18.06,11.9,17.8,12.6,9.91,133.57,0.79,0.56,0.36,0.027,1.80415,Stable
6.24,18.05,12.3,18.1,12.8,10.26,141.44,0.83,0.59,0.36,0.0281,1.81986,Stable
6.67,18.06,12.7,18.5,13.0,10.62,149.3,0.87,0.61,0.37,0.0291,1.83103,Stable
7.1,18.06,13.1,18.8,13.3,10.97,157.17,0.91,0.63,0.37,0.03,1.8591,Stable
7.53,18.06,13.5,19.2,13.5,11.33,165.04,0.95,0.66,0.37,0.0309,1.86895,Stable
7.97,18.06,13.9,19.6,13.7,11.68,172.9,0.99,0.68,0.37,0.0317,1.87939,Stable
8.4,18.05,14.3,19.9,14.0,12.03,180.77,1.03,0.7,0.38,0.0325,1.90729,Stable
8.83,18.06,14.7,20.3,14.2,12.39,188.63,1.07,0.73,0.38,0.0333,1.91702,Stable
9.27,18.06,15.1,20.6,14.4,12.74,196.5,1.1,0.75,0.38,0.034,1.93161,Stable
9.7,18.05,15.4,21.0,14.7,13.1,204.37,1.14,0.77,0.38,0.0349,1.96049,Stable
10.13,18.05,15.8,21.3,14.9,13.45,212.23,1.18,0.8,0.38,0.0355,1.9726,Stable
10.57,18.06,16.2,21.7,15.2,13.81,220.1,1.22,0.82,0.39,0.0361,1.99325,Stable
11.0,18.05,16.6,22.0,15.4,14.16,227.96,1.26,0.85,0.39,0.0367,2.00535,Stable
11.43,18.05,17.0,22.4,15.6,14.51,235.83,1.3,0.87,0.39,0.0372,2.01308,Stable
11.87,18.05,17.4,22.7,15.9,14.87,243.7,1.34,0.89,0.39,0.0378,2.03802,Stable
12.3,18.05,17.8,23.1,16.1,15.22,251.56,1.38,0.92,0.4,0.0383,2.0449,Stable
12.73,18.05,18.2,23.4,16.3,15.58,259.43,1.42,0.94,0.4,0.0388,2.05786,Stable
13.16,18.05,18.6,23.8,16.6,15.93,267.3,1.46,0.96,0.4,0.0392,2.07723,Stable
13.6,18.05,19.0,24.2,16.8,16.29,275.16,1.5,0.99,0.4,0.0397,2.08536,Stable
14.03,18.05,19.4,24.5,17.0,16.64,283.03,1.54,1.01,0.41,0.0401,2.09785,Stable
14.46,18.06,19.8,24.9,17.3,17.0,290.89,1.58,1.03,0.41,0.0404,2.11702,Stable
14.9,18.06,20.2,25.2,17.5,17.35,298.76,1.62,1.06,0.41,0.0408,2.12853,Stable
15.33,18.06,20.6,25.6,17.8,17.7,306.63,1.65,1.08,0.41,0.0412,2.14807,Stable
15.76,18.05,21.0,25.9,18.0,18.06,314.49,1.69,1.1,0.42,0.0416,2.16119,Stable
16.2,18.06,21.4,26.3,18.2,18.41,322.36,1.73,1.13,0.42,0.0419,2.16728,Stable
16.63,18.06,21.8,26.6,18.5,18.77,330.22,1.77,1.15,0.42,0.0422,2.1898,Stable
17.06,18.06,22.2,27.0,18.7,19.12,338.09,1.81,1.17,0.42,0.0426,2.19791,Stable
17.5,18.06,22.5,27.4,18.9,19.48,345.96,1.85,1.2,0.42,0.0431,2.20907,Stable
17.93,18.06,22.9,27.7,19.2,19.83,353.82,1.89,1.22,0.43,0.0434,2.23086,Stable
18.36,18.05,23.3,28.1,19.4,20.18,361.69,1.93,1.24,0.43,0.0437,2.23871,Stable
18.79,18.06,23.7,28.4,19.6,20.54,369.56,1.97,1.27,0.43,0.0439,2.2479,Stable
19.23,18.06,24.1,28.8,19.9,20.89,377.42,2.01,1.29,0.43,0.0442,2.26691,Stable
19.66,18.05,24.5,29.1,20.1,21.25,385.29,2.05,1.31,0.44,0.0445,2.27652,Stable
20.09,18.05,24.9,29.5,20.4,21.6,393.15,2.09,1.34,0.44,0.0447,2.28933,Stable
20.53,18.06,25.3,29.8,20.6,21.96,401.02,2.13,1.36,0.44,0.0449,2.29729,Stable
20.96,18.06,25.7,30.2,20.8,22.31,408.89,2.17,1.38,0.44,0.0452,2.30243,Stable
21.39,18.05,26.1,30.5,21.1,22.66,416.75,2.2,1.41,0.45,0.0454,2.31976,Stable
21.83,18.06,26.5,30.9,21.3,23.02,424.62,2.24,1.43,0.45,0.0456,2.3241,Stable
22.26,18.05,26.9,31.2,21.5,23.37,432.48,2.28,1.45,0.45,0.0458,2.33347,Stable
22.69,18.06,27.3,31.6,21.8,23.73,440.35,2.32,1.48,0.45,0.046,2.34678,Stable
23.13,18.06,27.7,32.0,22.0,24.08,448.22,2.36,1.5,0.46,0.0462,2.35205,Stable
23.56,18.05,28.0,32.3,22.2,24.44,456.08,2.4,1.52,0.46,0.0466,2.36715,Stable
23.99,18.06,28.4,32.7,22.5,24.79,463.95,2.44,1.55,0.46,0.0468,2.38066,Stable
24.42,18.05,28.8,33.0,22.7,25.14,471.82,2.48,1.57,0.46,0.047,2.39043,Stable
24.86,18.05,29.2,33.4,23.0,25.5,479.68,2.52,1.59,0.47,0.0472,2.40583,Stable
25.29,18.06,29.6,33.7,23.2,25.85,487.55,2.56,1.62,0.47,0.0473,2.41195,Stable
25.72,18.05,30.0,34.1,23.4,26.21,495.41,2.6,1.64,0.47,0.0475,2.41772,Stable
26.16,18.05,30.4,34.4,23.7,26.56,503.28,2.64,1.66,0.47,0.0477,2.43626,Stable
26.59,18.06,30.8,34.8,23.9,26.92,511.15,2.68,1.69,0.47,0.0478,2.43832,Stable
27.02,18.06,31.2,35.1,24.1,27.27,519.01,2.72,1.71,0.48,0.048,2.44676,Stable
27.46,18.06,31.6,35.5,24.4,27.63,526.88,2.75,1.73,0.48,0.0481,2.45984,Stable
27.89,18.05,32.0,35.8,24.6,27.98,534.74,2.79,1.76,0.48,0.0483,2.46755,Stable
28.32,18.05,32.4,36.2,24.8,28.33,542.61,2.83,1.78,0.48,0.0484,2.47161,Stable
28.76,18.05,32.8,36.6,25.1,28.69,550.48,2.87,1.8,0.49,0.0486,2.48639,Stable
29.19,18.05,33.2,36.9,25.3,29.04,558.34,2.91,1.83,0.49,0.0487,2.49309,Stable
29.62,18.05,33.6,37.3,25.6,29.4,566.21,2.95,1.85,0.49,0.0488,2.50737,Stable
30.05,18.05,34.0,37.6,25.8,29.75,574.08,2.99,1.87,0.49,0.049,2.51639,Stable
30.49,18.05,34.4,38.0,26.0,30.11,581.94,3.03,1.9,0.5,0.0491,2.51994,Stable
30.92,18.06,34.8,38.3,26.3,30.46,589.81,3.07,1.92,0.5,0.0492,2.53735,Stable
31.35,18.05,35.1,38.7,26.5,30.81,597.67,3.11,1.94,0.5,0.0495,2.54798,Stable
31.79,18.06,35.5,39.0,26.7,31.17,605.54,3.15,1.97,0.5,0.0496,2.55477,Stable
32.22,18.05,35.9,39.4,27.0,31.52,613.41,3.19,1.99,0.51,0.0497,2.57027,Stable
32.65,18.06,36.3,39.8,27.2,31.88,621.27,3.23,2.01,0.51,0.0498,2.57479,Stable
33.09,18.06,36.7,40.1,27.4,32.23,629.14,3.27,2.04,0.51,0.0499,2.58197,Stable
33.52,18.05,37.1,40.5,27.7,32.59,637.0,3.3,2.06,0.51,0.0501,2.59717,Stable
33.95,18.06,37.5,40.8,27.9,32.94,644.87,3.34,2.08,0.51,0.0501,2.60404,Stable
34.39,18.06,37.9,41.2,28.2,33.29,652.74,3.38,2.11,0.52,0.0502,2.61674,Stable
34.82,18.06,38.3,41.5,28.4,33.65,660.6,3.42,2.13,0.52,0.0503,2.62489,Stable
35.25,18.05,38.7,41.9,28.6,34.0,668.47,3.46,2.15,0.52,0.0505,2.63056,Stable
35.68,18.05,39.1,42.2,28.9,34.36,676.34,3.5,2.18,0.52,0.0506,2.64664,Stable
36.12,18.06,39.5,42.6,29.1,34.71,684.2,3.54,2.2,0.53,0.0506,2.64936,Stable
36.55,18.06,39.9,42.9,29.3,35.07,692.07,3.58,2.22,0.53,0.0507,2.65744,Stable
36.98,18.05,40.3,43.3,29.6,35.42,699.93,3.62,2.25,0.53,0.0508,2.67074,Stable
37.42,18.06,40.6,43.6,29.8,35.77,707.8,3.66,2.27,0.53,0.051,2.68232,Stable
37.85,18.06,41.0,44.0,30.0,36.13,715.67,3.7,2.29,0.54,0.0511,2.68715,Stable
38.28,18.05,41.4,44.4,30.3,36.48,723.53,3.74,2.32,0.54,0.0512,2.70092,Stable
38.72,18.05,41.8,44.7,30.5,36.84,731.4,3.78,2.34,0.54,0.0513,2.70957,Stable
39.15,18.06,42.2,45.1,30.8,37.19,739.26,3.82,2.37,0.54,0.0514,2.72212,Stable
39.58,18.06,42.6,45.4,31.0,37.55,747.13,3.85,2.39,0.55,0.0514,2.72962,Stable
40.02,18.06,43.0,45.8,31.2,37.9,755.0,3.89,2.41,0.55,0.0515,2.73517,Stable
40.45,18.06,43.4,46.1,31.5,38.26,762.86,3.93,2.44,0.55,0.0516,2.75229,Stable
40.88,18.06,43.8,46.5,31.7,38.61,770.73,3.97,2.46,0.55,0.0517,2.75777,Stable
41.31,18.05,44.2,46.8,31.9,38.96,778.59,4.01,2.48,0.55,0.0518,2.76736,Stable
41.75,18.06,44.6,47.2,32.2,39.32,786.46,4.05,2.51,0.56,0.0518,2.7793,Stable
42.18,18.06,45.0,47.6,32.4,39.67,794.33,4.09,2.53,0.56,0.0519,2.78441,Stable
42.61,18.05,45.4,47.9,32.6,40.03,802.19,4.13,2.55,0.56,0.052,2.79378,Stable
43.05,18.06,45.8,48.3,32.9,40.38,810.06,4.17,2.58,0.56,0.052,2.80525,Stable
43.48,18.06,46.2,48.6,33.1,40.74,817.93,4.21,2.6,0.57,0.0521,2.81363,Stable
43.91,18.06,46.6,49.0,33.4,41.09,825.79,4.25,2.62,0.57,0.0522,2.82759,Stable
44.35,18.06,47.0,49.3,33.6,41.44,833.66,4.29,2.65,0.57,0.0522,2.83391,Stable
44.78,18.05,47.3,49.7,33.8,41.8,841.52,4.33,2.67,0.57,0.0525,2.84439,Stable
45.21,18.06,47.7,50.0,34.1,42.15,849.39,4.37,2.69,0.58,0.0525,2.86088,Stable
45.65,18.06,48.1,50.4,34.3,42.51,857.26,4.4,2.72,0.58,0.0526,2.86415,Stable
46.08,18.06,48.5,50.7,34.5,42.86,865.12,4.44,2.74,0.58,0.0526,2.87238,Stable
46.51,18.05,48.9,51.1,34.8,43.22,872.99,4.48,2.76,0.58,0.0527,2.88839,Stable
46.94,18.06,49.3,51.4,35.0,43.57,880.85,4.52,2.79,0.59,0.0527,2.89484,Stable
47.38,18.06,49.7,51.8,35.2,43.92,888.72,4.56,2.81,0.59,0.0528,2.901,Stable
47.81,18.05,50.1,52.2,35.5,44.28,896.59,4.6,2.83,0.59,0.0529,2.91783,Stable
48.24,18.05,50.5,52.5,35.7,44.63,904.45,4.64,2.86,0.59,0.0529,2.92578,Stable
48.68,18.05,50.9,52.9,36.0,44.99,912.32,4.68,2.88,0.59,0.053,2.94205,Stable
49.11,18.05,51.3,53.2,36.2,45.34,920.19,4.72,2.9,0.6,0.053,2.95129,Stable
49.54,18.05,51.7,53.6,36.4,45.7,928.05,4.76,2.93,0.6,0.0531,2.95664,Stable
49.98,18.06,52.1,53.9,36.7,46.05,935.92,4.8,2.95,0.3,0.0531,2.97442,Stable
50.41,18.05,52.5,54.3,36.9,46.4,943.78,4.84,2.97,0.3,0.0532,2.9818,Stable
50.84,18.06,52.9,54.6,37.1,46.76,951.65,4.88,3.0,0.31,0.0532,2.98866,Stable
51.28,18.05,53.2,55.0,37.4,47.11,959.52,4.92,0.05,0.31,0.0534,3.42168,Stable
51.71,18.05,53.6,55.3,37.6,47.47,967.38,4.95,0.07,0.31,0.0534,3.42777,Stable
52.14,18.05,54.0,55.7,37.8,47.82,975.25,4.99,0.1,0.31,0.0535,3.42869,Stable
52.57,18.05,54.4,56.0,38.1,48.18,983.11,0.04,0.12,0.32,0.0535,3.4029,Stable
53.01,18.05,54.8,56.4,38.3,48.53,990.98,0.08,0.14,0.32,0.0536,3.39864,Stable
53.44,18.06,55.2,56.8,38.6,48.89,998.85,0.12,0.17,0.32,0.0536,3.3991,Stable
53.87,18.06,55.6,57.1,38.8,49.24,7.71,0.16,0.19,0.32,0.0536,3.33249,Stable
54.31,18.05,56.0,57.5,39.0,49.59,15.58,0.2,0.21,0.33,0.0537,3.31715,Stable
54.74,18.05,56.4,57.8,39.3,49.95,23.45,0.24,0.24,0.33,0.0538,3.30441,Stable
55.17,18.06,56.8,58.2,39.5,5.3,31.31,0.28,0.26,0.33,0.0538,2.17919,Stable
55.61,18.05,57.2,58.5,39.7,5.66,39.18,0.32,0.28,0.33,0.0539,2.18835,Stable
56.04,18.06,57.6,58.9,40.0,6.01,47.04,0.36,0.31,0.34,0.0539,2.19611,Stable
56.47,18.05,58.0,59.2,10.2,6.37,54.91,0.4,0.33,0.34,0.0539,0.72188,Unstable
56.91,18.06,58.4,59.6,10.4,6.72,62.78,0.44,0.35,0.34,0.054,0.727,Unstable
57.34,18.06,58.8,60.0,10.7,7.07,70.64,0.48,0.38,0.34,0.054,0.73484,Unstable
57.77,18.05,59.2,15.3,10.9,7.43,78.51,0.52,0.4,0.34,0.0541,1.51741,Stable
58.2,18.05,59.6,15.7,11.2,7.78,86.37,0.55,0.42,0.35,0.0541,1.52325,Stable
58.64,18.05,59.9,16.0,11.4,8.14,94.24,0.59,0.45,0.35,0.0542,1.52624,Stable
59.07,18.05,10.3,16.4,11.6,8.49,102.11,0.63,0.47,0.35,0.3177,4.07348,Stable
59.5,18.05,10.7,16.7,11.9,8.85,109.97,0.67,0.49,0.35,0.3081,4.01568,Stable
59.94,18.05,11.1,17.1,12.1,9.2,117.84,0.71,0.52,0.36,0.2992,3.94131,Stable
5.29,18.07,11.8,18.1,13.0,10.91,163.63,0.98,0.7,0.38,0.0248,1.87248,Stable
5.73,18.07,12.2,18.4,13.2,11.26,171.5,1.02,0.72,0.38,0.026,1.889,Stable
6.16,18.07,12.6,18.8,13.5,11.62,179.37,1.06,0.75,0.38,0.0271,1.91182,Stable
6.59,18.08,13.0,19.1,13.7,11.97,187.23,1.1,0.77,0.38,0.028,1.92594,Stable
7.02,18.07,13.4,19.5,13.9,12.33,195.1,1.14,0.79,0.39,0.029,1.93755,Stable
7.46,18.08,13.8,19.8,14.2,12.68,202.97,1.18,0.82,0.39,0.0299,1.96353,Stable
